-- Logs begin at Thu 2023-09-28 15:29:55 UTC, end at Fri 2023-09-29 06:23:45 UTC. --
Sep 29 06:12:38 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 06:12:38 ubuntu dstat.sh[108377]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 06:12:38 ubuntu dstat.sh[108377]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 06:17:36 ubuntu dstat.sh[108377]: 29-09 06:17:36| 14   3  55  27   0|1574M  128M  199M 5805M|  18k 9420 |   0    16M|   0  1111 |7575    14k|2.58 1.91 1.16|  0 2.0  27|   0     0 |   0     0 |  9   40    0   20    0
Sep 29 06:17:37 ubuntu dstat.sh[108377]: 29-09 06:17:37| 11   3  51  32   0|1574M  126M  199M 5806M|  16k 7399 |   0    15M|   0  1132 |6579    13k|2.58 1.91 1.16|3.0 1.0  12|   0     0 |   0     0 |  9   40    0   20    0
Sep 29 06:17:38 ubuntu dstat.sh[108377]: 29-09 06:17:38| 27   6  42  26   0|1599M  130M  199M 5778M|  20k   11k|   0    19M|   0  1286 |7887    16k|2.58 1.91 1.16|1.0 1.0  44|   0     0 |   0     0 |  9   40    0   15    0
Sep 29 06:17:39 ubuntu dstat.sh[108377]: 29-09 06:17:39| 20   8  35  33   0|1488M  243M  198M 5777M|  17k 9274 | 823k   20M|8.99  1378 |8641    16k|2.78 1.96 1.19|4.0   0  96|   0     0 |   0     0 |  9   38    0   16    0
Sep 29 06:17:40 ubuntu dstat.sh[108377]: 29-09 06:17:40| 27   5  38  30   0|1521M  208M  199M 5779M|  18k 9445 |  64k   15M|16.0  1068 |6740    11k|2.78 1.96 1.19|  0 3.0  25|   0     0 |   0     0 |  9   38    0   13    0
Sep 29 06:17:41 ubuntu dstat.sh[108377]: 29-09 06:17:41| 19   5  38  37   0|1530M  197M  199M 5780M|  15k 6973 | 244k   16M|37.0  1063 |6378    11k|2.78 1.96 1.19|3.0 1.0  33|   0     0 |   0     0 |  9   38    0   13    0
Sep 29 06:17:42 ubuntu dstat.sh[108377]: 29-09 06:17:42| 31   6  40  21   0|1573M  152M  199M 5782M|  29k   12k|   0    14M|   0  1009 |6644    12k|2.78 1.96 1.19|2.0 1.0  36|   0     0 |   0     0 |  9   40    0   11    0
Sep 29 06:17:43 ubuntu dstat.sh[108377]: 29-09 06:17:43| 19   6  48  24   0|1465M  258M  199M 5784M|  20k   10k|   0    15M|   0  1107 |6669    13k|2.78 1.96 1.19|  0 2.0 105|   0     0 |   0     0 |  9   38    0   11    0
Sep 29 06:17:44 ubuntu dstat.sh[108377]: 29-09 06:17:44| 10   4  54  31   1|1464M  258M  199M 5785M|  19k 7723 |   0    19M|   0  1317 |8479    15k|2.88 2.00 1.20|  0 1.0  38|   0     0 |   0     0 |  9   38    0   11    0
Sep 29 06:17:45 ubuntu dstat.sh[108377]: 29-09 06:17:45|  9   3  57  29   0|1463M  257M  199M 5787M|  17k 8904 |   0    15M|   0  1075 |6967    12k|2.88 2.00 1.20|  0 3.0  18|   0     0 |   0     0 |  9   38    0   10    0
Sep 29 06:17:46 ubuntu dstat.sh[108377]: 29-09 06:17:46| 10   4  53  30   0|1464M  254M  199M 5789M|  20k 8569 |   0    20M|   0  1353 |8108    14k|2.88 2.00 1.20|  0 2.0  12|   0     0 |   0     0 |  9   38    0   10    0
Sep 29 06:17:47 ubuntu dstat.sh[108377]: 29-09 06:17:47|  9   5  59  26   0|1467M  249M  199M 5790M|  16k 8784 |   0    11M|   0   876 |6354    11k|2.88 2.00 1.20|1.0   0  39|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:48 ubuntu dstat.sh[108377]: 29-09 06:17:48| 14   4  54  24   0|1469M  247M  199M 5791M|  72k   61k|   0    22M|   0  1589 |8549    14k|2.88 2.00 1.20|3.0 1.0  18|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:49 ubuntu dstat.sh[108377]: 29-09 06:17:49| 20   4  53  23   1|1472M  242M  199M 5793M| 112k  104k|   0    21M|   0  1400 |8236    14k|2.89 2.02 1.21|2.0 1.0   0|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:50 ubuntu dstat.sh[108377]: 29-09 06:17:50| 10   3  62  24   0|1472M  239M  199M 5796M|  22k   13k|   0    12M|   0   860 |6181    10k|2.89 2.02 1.21|  0 2.0   0|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:51 ubuntu dstat.sh[108377]: 29-09 06:17:51| 10   4  58  27   0|1473M  236M  199M 5798M|  18k 9119 |  76k   19M|1.00  1295 |7409    13k|2.89 2.02 1.21|  0 2.0 1.0|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:52 ubuntu dstat.sh[108377]: 29-09 06:17:52| 10   4  58  27   0|1473M  233M  199M 5801M|  21k   13k|   0    19M|   0  1293 |7490    13k|2.89 2.02 1.21|2.0 1.0   0|   0     0 |   0     0 |  9   38    0    9    0
Sep 29 06:17:53 ubuntu dstat.sh[108377]: 29-09 06:17:53|  9   4  59  28   0|1473M  230M  199M 5803M|  21k   12k|   0    20M|   0  1290 |7717    13k|2.89 2.02 1.21|2.0 1.0   0|   0     0 |   0     0 |  9   38    0    8    0
Sep 29 06:17:54 ubuntu dstat.sh[108377]: 29-09 06:17:54| 10   5  57  27   0|1474M  227M  199M 5806M|  18k   10k|   0    26M|   0  1661 |9014    15k|2.98 2.05 1.23|  0 1.0 8.0|   0     0 |   0     0 |  9   38    0    8    0
Sep 29 06:17:55 ubuntu dstat.sh[108377]: 29-09 06:17:55| 10   4  56  27   0|1473M  226M  199M 5807M|  14k 6125 |   0    19M|   0  1322 |7722    14k|2.98 2.05 1.23|2.0 2.0 9.0|   0     0 |   0     0 |  9   38    0    8    0
Sep 29 06:17:56 ubuntu dstat.sh[108377]: 29-09 06:17:56| 14   4  54  27   1|1473M  225M  199M 5808M|  16k 6995 |   0    17M|   0  1287 |7731    13k|2.98 2.05 1.23|2.0 1.0 3.0|   0     0 |   0     0 |  9   38    0    8    0
Sep 29 06:17:57 ubuntu dstat.sh[108377]: 29-09 06:17:57| 17   3  49  28   0|1473M  223M  199M 5810M|  23k   14k|   0    17M|   0  1131 |7246    12k|2.98 2.05 1.23|  0 2.0 6.0|   0     0 |   0     0 |  9   38    0    8    0
Sep 29 06:17:58 ubuntu dstat.sh[108377]: 29-09 06:17:58| 29  10  43  16   0|1358M  335M  199M 5812M|  22k 5054 |4102B   17M|1.00  1038 |6885    12k|2.98 2.05 1.23|1.0   0 161|   0     0 |   0     0 |  9   36    0    8    0
Sep 29 06:17:59 ubuntu dstat.sh[108377]: 29-09 06:17:59| 20   7  72   0   0|1274M  420M  199M 5812M|  12k 1817 |   0  1758k|   0  91.9 |1734  2302 |2.82 2.03 1.22|1.0   0  95|   0     0 |   0     0 |  9   34    0    8    0
Sep 29 06:18:00 ubuntu dstat.sh[108377]: 29-09 06:18:00| 22   4  72   1   0|1323M  371M  199M 5812M|  21k 1622 |   0  3084k|   0   187 |1500  1925 |2.82 2.03 1.22|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    8    0
Sep 29 06:18:01 ubuntu dstat.sh[108377]: 29-09 06:18:01| 24   1  73   0   0|1358M  335M  199M 5812M| 101k   86k|   0   160k|   0  16.0 |1394  1902 |2.82 2.03 1.22|1.0   0   0|   0     0 |   0     0 |  9   40    0    8    0
Sep 29 06:18:02 ubuntu dstat.sh[108377]: 29-09 06:18:02| 22   4  74   0   0|1276M  417M  199M 5812M|  21k 2261 |   0     0 |   0     0 |1275  1429 |2.82 2.03 1.22|1.0   0  28|   0     0 |   0     0 |  9   34    0    8    0
Sep 29 06:18:03 ubuntu dstat.sh[108377]: 29-09 06:18:03| 20   5  74   0   0|1322M  371M  199M 5812M|  16k 1618 |   0    40k|   0  4.00 |1119  1202 |2.82 2.03 1.22|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    8    0
Sep 29 06:18:04 ubuntu dstat.sh[108377]: 29-09 06:18:04| 25   3  73   0   0|1356M  337M  199M 5812M|  24k 9659 |   0   296k|   0  24.0 |1336  1632 |2.67 2.01 1.22|2.0   0 2.0|   0     0 |   0     0 |  9   36    0    8    0
Sep 29 06:18:05 ubuntu dstat.sh[108377]: 29-09 06:18:05| 13  27  55   3   0|1248M  445M  199M 5813M|  14k 1912 | 828k   40k|20.0  10.0 |3049  5245 |2.67 2.01 1.22|4.0   0 616|   0     0 |   0     0 |  9   34    0    8    0
Sep 29 06:18:06 ubuntu dstat.sh[108377]: 29-09 06:18:06| 16  38  38   8   0|1260M  429M  199M 5816M|9743  2608 |3147k  424k|47.0  24.0 |4410  8505 |2.67 2.01 1.22|2.0   0 883|   0     0 |   0     0 | 10   14    0    8   20
Sep 29 06:18:07 ubuntu dstat.sh[108377]: 29-09 06:18:07| 13  25  58   2   0|1260M  429M  199M 5817M|  12k 1620 |  60k 7067k|7.00   350 |3875  6655 |2.67 2.01 1.22|1.0   0 545|   0     0 |   0     0 | 10   14    0    8   20
Sep 29 06:18:08 ubuntu dstat.sh[108377]: 29-09 06:18:08| 23  15  60   0   0|1240M  448M  199M 5817M|9837  1512 |   0   808k|   0  41.0 |4949  8763 |2.67 2.01 1.22|3.0   0  88|   0     0 |   0     0 | 10   14    0    8   20
Sep 29 06:18:09 ubuntu dstat.sh[108377]: 29-09 06:18:09| 29  24  44   1   0|1290M  397M  199M 5817M|  18k 1619 |  32k   60k|2.00  6.00 |3086  5089 |2.54 2.00 1.22|2.0   0 375|   0     0 |   0     0 | 10   14    0    8   20
Sep 29 06:18:10 ubuntu dstat.sh[108377]: 29-09 06:18:10| 17  19  63   0   0|1293M  394M  199M 5817M|  10k 1620 |  24k   24k|2.00  6.00 |3852  6414 |2.54 2.00 1.22|1.0   0 246|   0     0 |   0     0 | 12   14    0    8   20
Sep 29 06:18:11 ubuntu dstat.sh[108377]: 29-09 06:18:11| 26  20  53   0   0|1325M  362M  199M 5817M|  12k 1618 |   0     0 |   0     0 |3705  7574 |2.54 2.00 1.22|2.0   0 254|   0     0 |   0     0 | 12   14    0    8   20
Sep 29 06:18:12 ubuntu dstat.sh[108377]: 29-09 06:18:12| 16  24  59   0   0|1355M  331M  199M 5818M|  13k 1622 |   0    28k|   0  7.01 |2924  4833 |2.54 2.00 1.22|1.0   0 359|   0     0 |   0     0 | 14   14    0    8   20
Sep 29 06:18:13 ubuntu dstat.sh[108377]: 29-09 06:18:13| 20  15  65   0   0|1344M  342M  199M 5818M|  12k 1621 |   0  4098B|   0  1.00 |4108  9700 |2.54 2.00 1.22|1.0   0  98|   0     0 |   0     0 | 14   14    0    8   20
Sep 29 06:18:14 ubuntu dstat.sh[108377]: 29-09 06:18:14| 51  14  36   0   1|1513M  173M  199M 5818M|  12k 1620 |   0   776k|   0  37.0 |2375  3526 |2.49 2.00 1.23| 13   0 110|   0     0 |   0     0 | 16   14    0    8   20
Sep 29 06:18:15 ubuntu dstat.sh[108377]: 29-09 06:18:15| 83  17   0   0   0|1659M  131M  198M 5719M|  11k 1620 | 100k 4212k|14.0   362 |2628  2284 |2.49 2.00 1.23| 12 1.0  13|   0     0 |   0     0 | 16   14    0    8   20
Sep 29 06:18:16 ubuntu dstat.sh[108377]: 29-09 06:18:16| 80  21   0   0   0|1938M  121M  194M 5458M|  15k 1724 | 264k  644k|25.0  61.0 |2369  3039 |2.49 2.00 1.23|9.0   0  45|   0     0 |   0     0 | 16   14    0    8   20
Sep 29 06:18:17 ubuntu dstat.sh[108377]: 29-09 06:18:17| 13   4  81   0   0|1919M  154M  194M 5445M|  13k 1563 | 156k 4089B|2.00  1.00 |1434  2156 |2.49 2.00 1.23|  0   0  17|   0     0 |   0     0 | 16   14    0    8   20
Sep 29 06:18:18 ubuntu dstat.sh[108377]: 29-09 06:18:18|  2   1  98   0   0|1919M  154M  194M 5445M|  12k 1513 |   0     0 |   0     0 |1063  1591 |2.49 2.00 1.23|  0   0   0|   0     0 |   0     0 | 16   14    0    8   20
Sep 29 06:18:19 ubuntu dstat.sh[108377]: 29-09 06:18:19|  1   0  98   0   0|1919M  154M  194M 5445M|  13k 1619 |   0  4092B|   0  1.00 |1029  1565 |2.29 1.96 1.22|  0   0   0|   0     0 |   0     0 | 16   14    0    7   20
Sep 29 06:18:20 ubuntu dstat.sh[108377]: 29-09 06:18:20|  2   1  96   0   0|1908M  165M  194M 5445M|  10k 1621 |   0     0 |   0     0 |1131  1649 |2.29 1.96 1.22|  0   0   0|   0     0 |   0     0 | 16   14    0    7   20
Sep 29 06:18:21 ubuntu dstat.sh[108377]: 29-09 06:18:21|  1   0  98   0   0|1908M  165M  194M 5445M|  12k 1724 |   0   192k|   0  2.00 |1103  1636 |2.29 1.96 1.22|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:22 ubuntu dstat.sh[108377]: 29-09 06:18:22|  1   0  97   0   0|1908M  165M  194M 5445M|  13k 1620 |   0     0 |   0     0 |1121  1658 |2.29 1.96 1.22|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:23 ubuntu dstat.sh[108377]: 29-09 06:18:23|  1   0  97   0   0|1908M  165M  194M 5445M|  14k 1620 |   0     0 |   0     0 |1138  1625 |2.29 1.96 1.22|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:24 ubuntu dstat.sh[108377]: 29-09 06:18:24|  1   1  97   1   0|1908M  165M  194M 5445M|  12k 1620 |   0   380k|   0  32.0 |1370  2137 |2.11 1.93 1.21|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:25 ubuntu dstat.sh[108377]: 29-09 06:18:25|  1   0  97   0   0|1908M  165M  194M 5445M|  13k 1620 |   0    24k|   0  4.00 |1160  1699 |2.11 1.93 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:26 ubuntu dstat.sh[108377]: 29-09 06:18:26|  2   1  97   0   1|1908M  165M  194M 5445M|  20k 1622 |   0     0 |   0     0 |1131  1633 |2.11 1.93 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:27 ubuntu dstat.sh[108377]: 29-09 06:18:27|  1   0  97   0   0|1908M  165M  194M 5445M|  11k 1510 |   0     0 |   0     0 |1049  1602 |2.11 1.93 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:28 ubuntu dstat.sh[108377]: 29-09 06:18:28|  1   1  98   0   0|1908M  165M  194M 5445M|  14k 1567 |   0    40k|   0  4.00 |1138  1651 |2.11 1.93 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:29 ubuntu dstat.sh[108377]: 29-09 06:18:29|  1   1  97   0   0|1908M  165M  194M 5445M|  11k 1619 |   0     0 |   0     0 |1071  1617 |1.94 1.90 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:30 ubuntu dstat.sh[108377]: 29-09 06:18:30|  1   0  98   0   0|1908M  165M  194M 5445M|  10k 1620 |   0     0 |   0     0 |1064  1639 |1.94 1.90 1.21|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:31 ubuntu dstat.sh[108377]: 29-09 06:18:31|  1   1  98   0   0|1908M  165M  194M 5445M|  12k 1766 |   0     0 |   0     0 |1044  1600 |1.94 1.90 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:32 ubuntu dstat.sh[108377]: 29-09 06:18:32|  1   0  97   0   0|1908M  165M  194M 5445M|  11k 1620 |   0     0 |   0     0 |1069  1616 |1.94 1.90 1.21|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:33 ubuntu dstat.sh[108377]: 29-09 06:18:33|  1   0  97   0   0|1908M  165M  194M 5445M|  11k 1620 |   0    24k|   0  2.00 |1025  1578 |1.94 1.90 1.21|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:34 ubuntu dstat.sh[108377]: 29-09 06:18:34|  2   1  97   0   0|1908M  165M  194M 5445M|  11k 1620 |   0   368k|   0  28.0 |1229  1995 |1.78 1.87 1.20|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:35 ubuntu dstat.sh[108377]: 29-09 06:18:35|  1   1  98   0   0|1908M  165M  194M 5445M|9953  1620 |   0    28k|   0  4.00 |1067  1635 |1.78 1.87 1.20|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:36 ubuntu dstat.sh[108377]: 29-09 06:18:36|  1   1  97   0   0|1908M  165M  194M 5445M|9396  1512 |   0     0 |   0     0 |1070  1643 |1.78 1.87 1.20|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:37 ubuntu dstat.sh[108377]: 29-09 06:18:37|  1   0  97   0   0|1908M  165M  194M 5445M|  11k 1620 |   0     0 |   0     0 |1097  1641 |1.78 1.87 1.20|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:38 ubuntu dstat.sh[108377]: 29-09 06:18:38|  1   1  97   0   0|1908M  165M  194M 5445M|  17k 1566 |   0     0 |   0     0 |1030  1591 |1.78 1.87 1.20|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:39 ubuntu dstat.sh[108377]: 29-09 06:18:39|  8   4  87   0   0|1906M  167M  194M 5445M|  11k 2762 |   0     0 |   0     0 |2027  6073 |1.64 1.84 1.19|  0   0  34|   0     0 |   0     0 | 16   14    0    2   20
Sep 29 06:18:40 ubuntu dstat.sh[108377]: 29-09 06:18:40|  1   0  97   0   0|1905M  167M  194M 5445M|9200  1620 |   0    24k|   0  2.00 |1074  1604 |1.64 1.84 1.19|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:41 ubuntu dstat.sh[108377]: 29-09 06:18:41|  1   1  98   0   0|1905M  167M  194M 5445M|9971  1620 |   0     0 |   0     0 |1071  1625 |1.64 1.84 1.19|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:42 ubuntu dstat.sh[108377]: 29-09 06:18:42|  1   0  97   0   0|1905M  167M  194M 5445M|  10k 1619 |   0     0 |   0     0 |1117  1631 |1.64 1.84 1.19|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:43 ubuntu dstat.sh[108377]: 29-09 06:18:43|  2   1  97   0   0|1906M  167M  194M 5445M|  12k 1704 |   0     0 |   0     0 |1194  1769 |1.64 1.84 1.19|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:44 ubuntu dstat.sh[108377]: 29-09 06:18:44|  2   0  97   0   0|1905M  167M  194M 5445M|  13k 1620 |   0     0 |   0     0 |1216  1773 |1.51 1.81 1.18|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:45 ubuntu dstat.sh[108377]: 29-09 06:18:45|  2   1  97   0   0|1906M  167M  194M 5445M|  14k 1621 |   0    56k|   0  3.00 |1198  1742 |1.51 1.81 1.18|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:46 ubuntu dstat.sh[108377]: 29-09 06:18:46|  3   0  96   0   1|1906M  167M  194M 5445M|  13k 1617 |4098B  200k|1.00  20.0 |1183  1691 |1.51 1.81 1.18|  0 1.0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:47 ubuntu dstat.sh[108377]: 29-09 06:18:47|  9   4  78   8   0|1910M  178M  194M 5431M|  13k 1620 |4095B 1300k|1.00   140 |1627  1769 |1.51 1.81 1.18|  0   0 3.0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:48 ubuntu dstat.sh[108377]: 29-09 06:18:48|  1   0  97   0   0|1910M  178M  194M 5431M|  19k 1565 |   0     0 |   0     0 |1101  1649 |1.51 1.81 1.18|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:49 ubuntu dstat.sh[108377]: 29-09 06:18:49|  1   0  97   0   0|1910M  178M  194M 5431M|  11k 1662 |   0  4096B|   0  1.00 |1104  1678 |1.39 1.77 1.18|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:50 ubuntu dstat.sh[108377]: 29-09 06:18:50|  2   1  98   0   0|1910M  178M  194M 5431M|9445  1621 |   0     0 |   0     0 |1090  1683 |1.39 1.77 1.18|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:51 ubuntu dstat.sh[108377]: 29-09 06:18:51|  2   0  97   1   0|1910M  178M  194M 5431M|  11k 1621 |   0    96k|   0  2.00 |1090  1682 |1.39 1.77 1.18|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:52 ubuntu dstat.sh[108377]: 29-09 06:18:52|  1   1  97   1   0|1910M  178M  194M 5431M|  11k 1723 |   0   216k|   0  35.0 |1217  1709 |1.39 1.77 1.18|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:53 ubuntu dstat.sh[108377]: 29-09 06:18:53|  1   1  97   0   0|1910M  178M  194M 5431M|  10k 1620 |   0     0 |   0     0 |1098  1664 |1.39 1.77 1.18|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:54 ubuntu dstat.sh[108377]: 29-09 06:18:54|  2   0  98   0   0|1910M  178M  194M 5431M|  12k 1622 |   0     0 |   0     0 |1042  1612 |1.28 1.75 1.17|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:55 ubuntu dstat.sh[108377]: 29-09 06:18:55|  1   1  97   0   0|1910M  178M  194M 5431M|9841  1512 |   0     0 |   0     0 |1041  1636 |1.28 1.75 1.17|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:56 ubuntu dstat.sh[108377]: 29-09 06:18:56| 10  14  75   0   0|1876M  212M  194M 5431M|  11k 1620 |4097B   28k|1.00  3.00 |2442  3905 |1.28 1.75 1.17|3.0   0 254|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:57 ubuntu dstat.sh[108377]: 29-09 06:18:57| 13  18  67   0   0|1877M  210M  194M 5432M|  11k 1660 |  52k   64k|5.99  7.99 |3614  7350 |1.28 1.75 1.17|4.0   0 298|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:58 ubuntu dstat.sh[108377]: 29-09 06:18:58| 20  19  57   2   0|1900M  186M  194M 5432M|  11k 1623 | 252k  216k|26.0  7.01 |4354  8846 |1.28 1.75 1.17|2.0 1.0 190|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:18:59 ubuntu dstat.sh[108377]: 29-09 06:18:59| 24   4  70   1   0|1941M  144M  194M 5433M|9616  1665 |1019k    0 |16.0     0 |1808  2808 |1.25 1.73 1.17|2.0   0  24|   0     0 |   0     0 | 16   14    0    1   20
Sep 29 06:19:00 ubuntu dstat.sh[108377]: 29-09 06:19:00| 20   8  71   0   0|1984M  127M  194M 5408M|  13k 4241 |   0     0 |   0     0 |1943  3088 |1.25 1.73 1.17|2.0   0  93|   0     0 |   0     0 | 17   14    0    2   20
Sep 29 06:19:01 ubuntu dstat.sh[108377]: 29-09 06:19:01| 22   4  72   1   0|2010M  128M  193M 5383M|  79k   70k| 456k    0 |27.0     0 |1791  2676 |1.25 1.73 1.17|2.0   0   0|   0     0 |   0     0 | 17   15    0    2   14
Sep 29 06:19:02 ubuntu dstat.sh[108377]: 29-09 06:19:02| 24   4  71   1   0|1964M  187M  193M 5370M| 262k  254k| 657k  360k|13.0  30.0 |2757  4905 |1.25 1.73 1.17|2.0   0  24|   0     0 |   0     0 | 17   18    0    7    0
Sep 29 06:19:03 ubuntu dstat.sh[108377]: 29-09 06:19:03| 12  18  68   0   0|1963M  189M  193M 5370M|  17k 1619 |8188B   12k|2.00  3.00 |3043  4730 |1.25 1.73 1.17|2.0   0 377|   0     0 |   0     0 | 17   18    0    7    0
Sep 29 06:19:04 ubuntu dstat.sh[108377]: 29-09 06:19:04| 11  19  69   0   0|1963M  188M  193M 5370M|  14k 3358 |4094B   16k|1.00  4.00 |2971  4727 |1.15 1.70 1.16|2.0   0 320|   0     0 |   0     0 | 17   18    0    8    0
Sep 29 06:19:05 ubuntu dstat.sh[108377]: 29-09 06:19:05| 11  19  67   0   0|1963M  188M  193M 5370M|  12k 1606 |   0    32k|   0  8.00 |2880  4522 |1.15 1.70 1.16|1.0   0 299|   0     0 |   0     0 | 17   18    0    8    0
Sep 29 06:19:06 ubuntu dstat.sh[108377]: 29-09 06:19:06| 22  15  62   0   0|1952M  198M  193M 5370M|  11k 1620 | 204k 4097B|7.00  1.00 |4441  7127 |1.15 1.70 1.16|1.0   0 120|   0     0 |   0     0 | 17   18    0    8    0
Sep 29 06:19:07 ubuntu dstat.sh[108377]: 29-09 06:19:07| 44  15  41   1   0|2058M  121M  192M 5344M|  11k 1986 | 204k  216k|3.00  4.00 |2469  3744 |1.15 1.70 1.16|2.0   0 149|   0     0 |   0     0 | 17   19    0    8    0
Sep 29 06:19:08 ubuntu dstat.sh[108377]: 29-09 06:19:08| 46   6  48   0   0|2127M  124M  192M 5274M|  11k 1568 |4100B    0 |1.00     0 |1636  2023 |1.15 1.70 1.16|2.0   0   0|   0     0 |   0     0 | 17   19    0    8    0
Sep 29 06:19:09 ubuntu dstat.sh[108377]: 29-09 06:19:09| 49   7  43   0   0|2169M  127M  191M 5230M|  19k 1618 | 240k  467k|2.00  61.9 |1923  9851 |1.22 1.71 1.17|2.0   0   0|   0     0 |   0     0 | 17   19    0    8    0
Sep 29 06:19:10 ubuntu dstat.sh[108377]: 29-09 06:19:10| 42   8  50   0   0|2207M  121M  191M 5199M|  66k   58k|   0   640k|   0  27.0 |2838  5395 |1.22 1.71 1.17|1.0   0  86|   0     0 |   0     0 | 17   34    0    8    0
Sep 29 06:19:11 ubuntu dstat.sh[108377]: 29-09 06:19:11| 15  12  70   2   0|2220M  136M  191M 5172M|  11k 1621 | 408k  168k|16.0  13.0 |2463  3733 |1.22 1.71 1.17|1.0   0 174|   0     0 |   0     0 | 17   34    0    8    0
Sep 29 06:19:12 ubuntu dstat.sh[108377]: 29-09 06:19:12| 11   1  86   0   0|2224M  132M  191M 5172M|  17k 3589 |  16k  132k|2.00  9.98 |1458  2014 |1.22 1.71 1.17|  0   0 2.0|   0     0 |   0     0 | 17   35    0    8    0
Sep 29 06:19:13 ubuntu dstat.sh[108377]: 29-09 06:19:13|  9   3  83   5   0|2213M  142M  191M 5173M| 171k 4855 |1149k  160k|70.0  3.00 |1562  2123 |1.22 1.71 1.17|  0 1.0 2.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:14 ubuntu dstat.sh[108377]: 29-09 06:19:14| 11   7  72   8   0|2216M  137M  191M 5175M|  11k 1513 |1397k 4178k|73.0   267 |2491  3861 |1.20 1.70 1.17|1.0   0  43|   0     0 |   0     0 | 17   34    0    9    0
Sep 29 06:19:15 ubuntu dstat.sh[108377]: 29-09 06:19:15| 19   9  67   4   0|2214M  138M  191M 5176M|  13k 1619 | 500k 1535k|27.0  60.0 |2762  3179 |1.20 1.70 1.17|1.0   0  75|   0     0 |   0     0 | 17   34    0    9    0
