-- Logs begin at Mon 2023-07-17 15:02:00 UTC, end at Tue 2023-07-18 02:31:06 UTC. --
Jul 18 02:18:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 18 02:18:14 ubuntu dstat.sh[96548]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 18 02:18:14 ubuntu dstat.sh[96548]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 18 02:23:13 ubuntu dstat.sh[96548]: 18-07 02:23:13|  9   3  56  28   0|1502M  217M  234M 5754M|  20k   11k|   0    21M|   0  1271 |7892    13k|3.01 2.09 1.22|  0 3.0   0|   0     0 |   0     0 |  9   42    0   12    0
Jul 18 02:23:14 ubuntu dstat.sh[96548]: 18-07 02:23:14| 10   4  56  29   0|1502M  215M  234M 5757M|  19k   10k|   0    20M|   0  1288 |7462    13k|3.09 2.13 1.23|1.0 1.0   0|   0     0 |   0     0 |  9   42    0   12    0
Jul 18 02:23:15 ubuntu dstat.sh[96548]: 18-07 02:23:15| 12   5  57  25   0|1503M  213M  234M 5757M|  19k   11k|   0    19M|   0  1322 |7937    14k|3.09 2.13 1.23|3.0   0  12|   0     0 |   0     0 |  9   42    0   12    0
Jul 18 02:23:16 ubuntu dstat.sh[96548]: 18-07 02:23:16| 12   4  55  28   1|1503M  212M  234M 5758M|  17k 6387 |   0    17M|   0  1240 |8273    15k|3.09 2.13 1.23|3.0   0 6.0|   0     0 |   0     0 |  9   42    0   10    0
Jul 18 02:23:17 ubuntu dstat.sh[96548]: 18-07 02:23:17| 36   3  48  12   0|1274M  440M  234M 5759M|  23k   16k|   0    13M|   0   924 |5038  8998 |3.09 2.13 1.23|4.0   0  26|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:23:18 ubuntu dstat.sh[96548]: 18-07 02:23:18| 16  13  70   0   0|1303M  411M  234M 5759M|  10k 1754 |  12k 1277k|2.00  78.8 |2123  2989 |3.09 2.13 1.23|2.0   0 223|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:19 ubuntu dstat.sh[96548]: 18-07 02:23:19| 22   4  72   1   0|1345M  369M  234M 5759M|  13k 1949 |8211B 3312k|1.00   203 |1819  2249 |2.92 2.11 1.23|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:20 ubuntu dstat.sh[96548]: 18-07 02:23:20| 20   3  74   2   0|1380M  333M  234M 5760M|9969  1942 | 711k  356k|15.0  31.0 |1153  1249 |2.92 2.11 1.23|1.0   0   0|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:21 ubuntu dstat.sh[96548]: 18-07 02:23:21| 23   3  72   1   0|1277M  436M  234M 5760M|  85k   78k|  16k 6839k|1.00   341 |2224  3442 |2.92 2.11 1.23|1.0   0  27|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:22 ubuntu dstat.sh[96548]: 18-07 02:23:22| 24   3  72   0   0|1335M  378M  234M 5760M|9700  2093 |   0  2263k|   0   132 |1435  1835 |2.92 2.11 1.23|1.0   0 5.0|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:23 ubuntu dstat.sh[96548]: 18-07 02:23:23| 21   4  74   0   0|1383M  330M  234M 5760M|9120  1943 |   0    28k|   0  4.00 |1094  1161 |2.92 2.11 1.23|1.0   0   0|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:24 ubuntu dstat.sh[96548]: 18-07 02:23:24| 17  11  70   3   0|1282M  431M  234M 5760M|  20k   10k| 309k  381k|15.0  29.1 |2020  2952 |2.77 2.09 1.23|2.0   0 183|   0     0 |   0     0 |  9   34    0    8    0
Jul 18 02:23:25 ubuntu dstat.sh[96548]: 18-07 02:23:25| 18  36  41   2   0|1290M  423M  234M 5761M|  14k 3032 | 559k  299k|24.0  58.9 |4203  8231 |2.77 2.09 1.23|3.0 1.0 942|   0     0 |   0     0 |  9   14    0    8   20
Jul 18 02:23:26 ubuntu dstat.sh[96548]: 18-07 02:23:26| 13  34  51   1   0|1290M  422M  234M 5761M|  25k 2049 | 348k  456k|7.00  28.0 |3797  7170 |2.77 2.09 1.23|1.0   0 819|   0     0 |   0     0 | 10   14    0    8   20
Jul 18 02:23:27 ubuntu dstat.sh[96548]: 18-07 02:23:27| 22  15  63   0   0|1275M  436M  234M 5761M|  16k 1651 |4098B  100k|1.00  6.00 |4300  7781 |2.77 2.09 1.23|4.0   0 123|   0     0 |   0     0 | 10   14    0    8   20
Jul 18 02:23:28 ubuntu dstat.sh[96548]: 18-07 02:23:28| 30  24  46   0   1|1323M  387M  234M 5762M|  21k 1999 |  48k 8197B|1.00  2.00 |3205  5085 |2.77 2.09 1.23|3.0   0 364|   0     0 |   0     0 | 10   14    0    8   20
Jul 18 02:23:29 ubuntu dstat.sh[96548]: 18-07 02:23:29| 16  18  63   1   0|1329M  381M  234M 5762M|  11k 2039 | 236k   20k|5.00  5.00 |3534  5980 |2.87 2.12 1.25|1.0   0 233|   0     0 |   0     0 | 12   14    0    8   20
Jul 18 02:23:30 ubuntu dstat.sh[96548]: 18-07 02:23:30| 27  21  51   0   0|1362M  348M  234M 5762M|  12k 1674 |   0   204k|   0  3.00 |3963  6214 |2.87 2.12 1.25|2.0   0 262|   0     0 |   0     0 | 12   14    0    8   20
Jul 18 02:23:31 ubuntu dstat.sh[96548]: 18-07 02:23:31| 17  21  61   0   0|1389M  320M  234M 5763M|  12k 2041 |  12k   28k|1.00  7.00 |2998  4803 |2.87 2.12 1.25|5.0   0 341|   0     0 |   0     0 | 14   14    0    8   20
Jul 18 02:23:32 ubuntu dstat.sh[96548]: 18-07 02:23:32| 23  18  59   0   0|1396M  313M  234M 5763M|  11k 1998 |   0   232k|   0  2.00 |4771  8920 |2.87 2.12 1.25|3.0   0 129|   0     0 |   0     0 | 14   14    0    8   20
Jul 18 02:23:33 ubuntu dstat.sh[96548]: 18-07 02:23:33| 50  12  39   0   0|1542M  167M  234M 5763M|9335  1758 |4097B    0 |1.00     0 |2028  2759 |2.87 2.12 1.25| 13   0  47|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:34 ubuntu dstat.sh[96548]: 18-07 02:23:34| 81  19   0   0   0|1666M  126M  232M 5684M|  13k 1986 | 168k 4425k|7.00   367 |2898  2875 |3.76 2.32 1.31| 14   0  13|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:35 ubuntu dstat.sh[96548]: 18-07 02:23:35| 83  17   0   0   0|1891M  122M  225M 5476M|  11k 2052 | 932k   72k|14.0  4.00 |2095  2577 |3.76 2.32 1.31| 14   0  11|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:36 ubuntu dstat.sh[96548]: 18-07 02:23:36| 29  13  55   1   0|1956M  181M  221M 5359M|  12k 1562 |1907k 1771k|56.8   248 |2557  3581 |3.76 2.32 1.31|1.0   0  52|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:37 ubuntu dstat.sh[96548]: 18-07 02:23:37|  7   5  87   1   0|1957M  181M  221M 5359M|  12k 3033 | 184k    0 |11.0     0 |1873  4910 |3.76 2.32 1.31|  0   0  34|   0     0 |   0     0 | 16   14    0    9   20
Jul 18 02:23:38 ubuntu dstat.sh[96548]: 18-07 02:23:38|  1   0  96   1   0|1957M  180M  221M 5360M|  10k 2096 | 897k    0 |9.01     0 |1156  1674 |3.76 2.32 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:39 ubuntu dstat.sh[96548]: 18-07 02:23:39|  1   0  96   1   0|1955M  179M  221M 5362M|8934  1715 |2002k    0 |19.0     0 |1094  1662 |3.46 2.28 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    8   20
Jul 18 02:23:40 ubuntu dstat.sh[96548]: 18-07 02:23:40|  1   0  97   0   0|1955M  179M  221M 5362M|  12k 2028 |   0   188k|   0  2.00 |1075  1601 |3.46 2.28 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    7   20
Jul 18 02:23:41 ubuntu dstat.sh[96548]: 18-07 02:23:41|  2   0  98   0   0|1955M  179M  221M 5362M|  11k 2052 |   0     0 |   0     0 |1148  1698 |3.46 2.28 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    7   20
Jul 18 02:23:42 ubuntu dstat.sh[96548]: 18-07 02:23:42|  2   1  97   0   1|1949M  186M  221M 5362M|  17k 1674 |   0     0 |   0     0 |1102  1708 |3.46 2.28 1.31|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:43 ubuntu dstat.sh[96548]: 18-07 02:23:43|  2   0  97   0   0|1949M  186M  221M 5362M|9085  2071 |   0  4099B|   0  1.00 |1106  1644 |3.46 2.28 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:44 ubuntu dstat.sh[96548]: 18-07 02:23:44|  1   1  96   0   0|1949M  186M  221M 5362M|8732  1997 |   0   392k|   0  27.0 |1321  2164 |3.26 2.26 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:45 ubuntu dstat.sh[96548]: 18-07 02:23:45|  1   0  96   0   0|1949M  186M  221M 5362M|8704  1728 |4096B   28k|1.00  4.00 |1140  1681 |3.26 2.26 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:46 ubuntu dstat.sh[96548]: 18-07 02:23:46|  1   0  98   0   0|1949M  186M  221M 5362M|8947  1824 |   0     0 |   0     0 |1056  1606 |3.26 2.26 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:47 ubuntu dstat.sh[96548]: 18-07 02:23:47|  1   1  97   0   0|1949M  186M  221M 5362M|  10k 1998 |   0     0 |   0     0 |1108  1691 |3.26 2.26 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:48 ubuntu dstat.sh[96548]: 18-07 02:23:48|  1   0  97   0   0|1949M  185M  221M 5362M|  12k 1812 |   0     0 |   0     0 |1155  1776 |3.26 2.26 1.31|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:49 ubuntu dstat.sh[96548]: 18-07 02:23:49|  1   0  97   0   1|1949M  185M  221M 5362M|  10k 1933 |   0     0 |   0     0 |1147  1682 |3.00 2.22 1.30|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:50 ubuntu dstat.sh[96548]: 18-07 02:23:50|  1   1  98   0   0|1949M  185M  221M 5362M|  11k 2093 |   0    24k|   0  2.00 |1132  1663 |3.00 2.22 1.30|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:51 ubuntu dstat.sh[96548]: 18-07 02:23:51|  1   0  97   0   0|1949M  185M  221M 5362M|  13k 1806 |   0     0 |   0     0 |1178  1730 |3.00 2.22 1.30|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:52 ubuntu dstat.sh[96548]: 18-07 02:23:52|  1   1  97   0   0|1949M  185M  221M 5362M|  20k 1981 |   0    36k|   0  4.01 |1168  1755 |3.00 2.22 1.30|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:53 ubuntu dstat.sh[96548]: 18-07 02:23:53|  1   0  97   0   0|1949M  185M  221M 5362M|  10k 2053 |   0     0 |   0     0 |1134  1656 |3.00 2.22 1.30|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:54 ubuntu dstat.sh[96548]: 18-07 02:23:54|  1   0  97   0   0|1949M  185M  221M 5362M|  10k 1769 |   0   384k|   0  29.0 |1402  2275 |2.76 2.18 1.29|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:55 ubuntu dstat.sh[96548]: 18-07 02:23:55|  1   0  97   0   0|1949M  185M  221M 5362M|  10k 1824 |   0    28k|   0  4.00 |1113  1658 |2.76 2.18 1.29|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:56 ubuntu dstat.sh[96548]: 18-07 02:23:56|  1   0  97   0   1|1949M  185M  221M 5362M|  14k 2146 |   0     0 |   0     0 |1077  1605 |2.76 2.18 1.29|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:57 ubuntu dstat.sh[96548]: 18-07 02:23:57|  2   0  98   0   0|1949M  185M  221M 5362M|8734  1820 |   0     0 |   0     0 |1015  1614 |2.76 2.18 1.29|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:58 ubuntu dstat.sh[96548]: 18-07 02:23:58|  1   0  98   0   0|1949M  185M  221M 5362M|9841  2058 |   0  4096B|   0  1.00 |1175  1722 |2.76 2.18 1.29|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:23:59 ubuntu dstat.sh[96548]: 18-07 02:23:59|  1   1  97   0   0|1949M  185M  221M 5362M|  11k 2094 |   0     0 |   0     0 |1156  1703 |2.54 2.15 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:00 ubuntu dstat.sh[96548]: 18-07 02:24:00|  1   0  98   0   0|1949M  185M  221M 5362M|9960  1729 |   0    52k|   0  2.00 |1127  1664 |2.54 2.15 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:01 ubuntu dstat.sh[96548]: 18-07 02:24:01|  1   0  97   0   0|1949M  185M  221M 5362M|9641  1929 |   0     0 |   0     0 |1145  1672 |2.54 2.15 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:02 ubuntu dstat.sh[96548]: 18-07 02:24:02|  1   1  97   0   1|1949M  186M  221M 5362M|9055  2055 |   0     0 |   0     0 |1144  1701 |2.54 2.15 1.28|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:03 ubuntu dstat.sh[96548]: 18-07 02:24:03|  1   0  97   0   0|1949M  186M  221M 5362M|  13k 1727 |   0     0 |   0     0 |1178  1703 |2.54 2.15 1.28|1.0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:04 ubuntu dstat.sh[96548]: 18-07 02:24:04|  1   0  97   0   0|1949M  186M  221M 5362M|  11k 1866 |   0     0 |   0     0 |1117  1609 |2.33 2.11 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:05 ubuntu dstat.sh[96548]: 18-07 02:24:05|  1   0  97   0   0|1949M  186M  221M 5362M|9166  2094 |   0  4096B|   0  1.00 |1102  1600 |2.33 2.11 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:06 ubuntu dstat.sh[96548]: 18-07 02:24:06|  4   2  93   0   0|1947M  188M  221M 5362M|9912  1728 |   0    60k|   0  4.00 |1205  1678 |2.33 2.11 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:07 ubuntu dstat.sh[96548]: 18-07 02:24:07|  1   0  93   4   0|1947M  188M  221M 5362M|  11k 1922 |4100B  693k|1.00   102 |1326  1625 |2.33 2.11 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:08 ubuntu dstat.sh[96548]: 18-07 02:24:08|  1   0  98   0   0|1947M  188M  221M 5362M|9040  2051 |   0     0 |   0     0 |1118  1600 |2.33 2.11 1.28|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:09 ubuntu dstat.sh[96548]: 18-07 02:24:09|  1   0  97   0   0|1947M  188M  221M 5362M|8352  1727 |   0     0 |   0     0 |1045  1573 |2.15 2.08 1.27|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:10 ubuntu dstat.sh[96548]: 18-07 02:24:10|  1   0  97   0   0|1947M  188M  221M 5362M|  11k 1890 |   0     0 |   0     0 |1107  1591 |2.15 2.08 1.27|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:11 ubuntu dstat.sh[96548]: 18-07 02:24:11|  1   0  96   0   0|1947M  188M  221M 5362M|  19k 2052 |   0    68k|   0  2.00 |1114  1590 |2.15 2.08 1.27|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:12 ubuntu dstat.sh[96548]: 18-07 02:24:12|  1   0  96   1   0|1947M  188M  221M 5362M|  11k 1770 |   0   196k|   0  30.0 |1221  1656 |2.15 2.08 1.27|  0   0 2.0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:13 ubuntu dstat.sh[96548]: 18-07 02:24:13|  1   0  97   0   0|1947M  188M  221M 5362M|  14k 1782 |   0  4096B|   0  1.00 |1180  1638 |2.15 2.08 1.27|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:14 ubuntu dstat.sh[96548]: 18-07 02:24:14|  1   1  97   0   0|1947M  187M  221M 5362M|  11k 2052 |   0     0 |   0     0 |1188  1708 |1.97 2.04 1.26|  0   0   0|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:15 ubuntu dstat.sh[96548]: 18-07 02:24:15|  9  12  77   1   0|1913M  220M  221M 5363M|  11k 1772 | 961k    0 |13.0     0 |2267  3678 |1.97 2.04 1.26|2.0   0 243|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:16 ubuntu dstat.sh[96548]: 18-07 02:24:16| 13  19  60   8   0|1919M  210M  221M 5367M|  12k 1893 |4010k   92k|70.1  9.01 |3334  6426 |1.97 2.04 1.26|5.0   0 293|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:17 ubuntu dstat.sh[96548]: 18-07 02:24:17| 26  14  60   0   0|1936M  192M  221M 5367M|  12k 1942 |  44k    0 |7.99     0 |3517  7590 |1.97 2.04 1.26|2.0   0 127|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:18 ubuntu dstat.sh[96548]: 18-07 02:24:18| 18   7  64   9   0|1965M  157M  221M 5373M|9884  1881 |5657k    0 | 169     0 |2124  3096 |1.97 2.04 1.26|1.0   0  64|   0     0 |   0     0 | 16   14    0    1   20
Jul 18 02:24:19 ubuntu dstat.sh[96548]: 18-07 02:24:19| 15   3  81   0   0|1988M  134M  221M 5373M|9879  2031 |   0     0 |   0     0 |1621  2597 |1.82 2.01 1.26|1.0   0  19|   0     0 |   0     0 | 17   14    0    1   20
Jul 18 02:24:20 ubuntu dstat.sh[96548]: 18-07 02:24:20|  9   7  81   1   0|2007M  130M  220M 5359M|  15k 4664 |  16k 2156k|4.00   285 |2343  2809 |1.82 2.01 1.26|1.0   0  92|   0     0 |   0     0 | 17   14    0    2   20
Jul 18 02:24:21 ubuntu dstat.sh[96548]: 18-07 02:24:21| 23   4  72   1   0|2048M  129M  218M 5323M|  11k 1782 |   0   540k|   0  69.0 |1664  1974 |1.82 2.01 1.26|1.0   0   0|   0     0 |   0     0 | 17   14    0    2   20
Jul 18 02:24:22 ubuntu dstat.sh[96548]: 18-07 02:24:22| 22   5  70   4   1|2043M  136M  217M 5322M| 267k  250k|1120k   44k|42.0  3.00 |2578  4472 |1.82 2.01 1.26|1.0   0 2.0|   0     0 |   0     0 | 17   21    0    3    0
Jul 18 02:24:23 ubuntu dstat.sh[96548]: 18-07 02:24:23| 14  14  69   2   0|1989M  189M  217M 5323M|  72k   61k| 761k  641k|14.0  49.0 |2842  4538 |1.82 2.01 1.26|2.0   0 236|   0     0 |   0     0 | 17   18    0    7    0
Jul 18 02:24:24 ubuntu dstat.sh[96548]: 18-07 02:24:24| 11  18  70   0   0|1989M  189M  217M 5323M|  11k 1865 |8187B 8187B|2.00  2.00 |3009  4636 |1.67 1.97 1.25|1.0   0 335|   0     0 |   0     0 | 17   18    0    7    0
Jul 18 02:24:25 ubuntu dstat.sh[96548]: 18-07 02:24:25| 12  19  68   0   0|1989M  188M  217M 5323M|9804  1933 |  16k   32k|2.00  8.00 |2993  4833 |1.67 1.97 1.25|2.0   0 353|   0     0 |   0     0 | 17   18    0    7    0
Jul 18 02:24:26 ubuntu dstat.sh[96548]: 18-07 02:24:26| 20  14  64   0   0|1990M  186M  217M 5323M|  12k 1996 |   0    12k|   0  3.00 |4703  9179 |1.67 1.97 1.25|2.0   0 168|   0     0 |   0     0 | 17   18    0    7    0
Jul 18 02:24:27 ubuntu dstat.sh[96548]: 18-07 02:24:27| 41  15  43   1   0|2078M  134M  216M 5290M|  11k 2295 |1313k   36k|17.0  2.00 |3162  5756 |1.67 1.97 1.25|2.0   0 146|   0     0 |   0     0 | 17   19    0    7    0
Jul 18 02:24:28 ubuntu dstat.sh[96548]: 18-07 02:24:28| 42   9  47   1   0|2147M  126M  216M 5231M|  11k 1835 |  28k    0 |6.00     0 |1839  2223 |1.67 1.97 1.25|5.0   0   0|   0     0 |   0     0 | 17   19    0    7    0
Jul 18 02:24:29 ubuntu dstat.sh[96548]: 18-07 02:24:29| 47   4  47   0   0|2198M  130M  215M 5179M|  10k 3778 | 256k  240k|3.00  3.00 |1646  2064 |1.70 1.97 1.25|2.0   0   0|   0     0 |   0     0 | 17   19    0    8    0
Jul 18 02:24:30 ubuntu dstat.sh[96548]: 18-07 02:24:30| 47   8  38   8   0|2237M  128M  214M 5142M|  64k   57k|   0  8633k|   0   670 |5894    10k|1.70 1.97 1.25|2.0   0 3.0|   0     0 |   0     0 | 17   35    0    8    0
Jul 18 02:24:31 ubuntu dstat.sh[96548]: 18-07 02:24:31| 30   9  58   3   0|2252M  127M  213M 5130M|  14k 3047 | 184k  336k|11.0  15.0 |2480  3549 |1.70 1.97 1.25|1.0   0 146|   0     0 |   0     0 | 17   34    0    8    0
Jul 18 02:24:32 ubuntu dstat.sh[96548]: 18-07 02:24:32| 18   7  72   2   0|2268M  124M  213M 5117M|  14k 2625 | 372k  891k|18.0   149 |2515  3273 |1.70 1.97 1.25|1.0   0 109|   0     0 |   0     0 | 17   34    0    8    0
Jul 18 02:24:33 ubuntu dstat.sh[96548]: 18-07 02:24:33|  2   1  96   0   0|2268M  124M  213M 5118M| 178k 6933 |   0   200k|   0  9.00 |1463  2064 |1.70 1.97 1.25|1.0   0   0|   0     0 |   0     0 | 17   35    0    8    0
Jul 18 02:24:34 ubuntu dstat.sh[96548]: 18-07 02:24:34| 13   5  71   9   0|2259M  153M  213M 5098M|  10k 2065 |4777k  100k| 153  2.00 |1902  2412 |1.64 1.96 1.25|1.0   0  16|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:35 ubuntu dstat.sh[96548]: 18-07 02:24:35| 17   7  69   6   1|2271M  138M  213M 5099M|  16k 1998 | 452k 4372k|16.0   281 |2842  3931 |1.64 1.96 1.25|1.0   0  47|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:36 ubuntu dstat.sh[96548]: 18-07 02:24:36| 20  13  57   8   0|2328M  125M  212M 5059M|  21k 1855 |1801k 4052k|50.7   252 |3464  3919 |1.64 1.96 1.25|4.0 1.0  85|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:37 ubuntu dstat.sh[96548]: 18-07 02:24:37| 31   8  60   2   0|2306M  150M  212M 5057M|  13k 3051 |2037k    0 |38.2     0 |2476  5582 |1.64 1.96 1.25|1.0   0  58|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:38 ubuntu dstat.sh[96548]: 18-07 02:24:38| 17   7  72   2   0|2256M  244M  212M 5013M|  10k 2040 | 180k 4096B|9.00  1.00 |1803  2566 |1.64 1.96 1.25|4.0   0  80|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:39 ubuntu dstat.sh[96548]: 18-07 02:24:39| 15   7  71   4   0|2256M  242M  212M 5015M|9844  1729 |2033k 8196B|78.0  1.00 |2173  3124 |1.51 1.92 1.24|2.0   0 124|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:40 ubuntu dstat.sh[96548]: 18-07 02:24:40| 19  16  63   0   1|2246M  251M  212M 5016M|  11k 1892 | 368k    0 |20.0     0 |4546  7512 |1.51 1.92 1.24|1.0   0 152|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:41 ubuntu dstat.sh[96548]: 18-07 02:24:41|  7   6  85   1   0|2257M  238M  212M 5017M|  16k 1925 |1327k  291k|24.9  1.99 |2120  3398 |1.51 1.92 1.24|  0   0  43|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:42 ubuntu dstat.sh[96548]: 18-07 02:24:42|  2   1  96   0   0|2258M  237M  212M 5017M|  21k 1868 |  72k    0 |1.00     0 |1439  2014 |1.51 1.92 1.24|  0   0 5.0|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:43 ubuntu dstat.sh[96548]: 18-07 02:24:43|  1   1  96   0   0|2258M  237M  212M 5017M|  14k 2059 |   0  4099B|   0  1.00 |1362  1949 |1.51 1.92 1.24|  0   0 3.0|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:44 ubuntu dstat.sh[96548]: 18-07 02:24:44|  2   1  96   0   0|2246M  249M  212M 5017M|  11k 1998 |   0     0 |   0     0 |1263  1922 |1.39 1.89 1.24|  0   0 1.0|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:45 ubuntu dstat.sh[96548]: 18-07 02:24:45| 12  16  70   0   0|2203M  292M  212M 5017M|8945  1825 |   0     0 |   0     0 |4556  8151 |1.39 1.89 1.24|1.0   0 198|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:46 ubuntu dstat.sh[96548]: 18-07 02:24:46| 24  19  56   1   1|2227M  267M  212M 5017M|  23k 1975 | 464k    0 |8.00     0 |4656  8149 |1.39 1.89 1.24|1.0   0 154|   0     0 |   0     0 | 17   34    0    9    0
Jul 18 02:24:47 ubuntu dstat.sh[96548]: 18-07 02:24:47| 15  21  59   1   0|2268M  225M  212M 5018M|  12k 3166 |1063k  104k|30.0  3.00 |4605  8076 |1.39 1.89 1.24|1.0   0 359|   0     0 |   0     0 | 18   35    0    9    0
Jul 18 02:24:48 ubuntu dstat.sh[96548]: 18-07 02:24:48| 24  23  51   0   0|2268M  225M  212M 5018M|  12k 2264 |   0   164k|   0  6.99 |5466    12k|1.39 1.89 1.24| 22   0 211|   0     0 |   0     0 | 18   35    0    9    0
Jul 18 02:24:49 ubuntu dstat.sh[96548]: 18-07 02:24:49|  4   4  91   0   0|2270M  223M  212M 5019M|  10k 1926 |8199B   84k|2.00  5.00 |1956  3505 |1.28 1.86 1.23|1.0   0  42|   0     0 |   0     0 | 18   35    0    9    0
Jul 18 02:24:50 ubuntu dstat.sh[96548]: 18-07 02:24:50| 19  19  61   0   0|2248M  245M  212M 5019M|  20k 2127 |   0     0 |   0     0 |3444    11k|1.28 1.86 1.23|2.0   0 180|   0     0 |   0     0 | 20   35    0    9    0
Jul 18 02:24:51 ubuntu dstat.sh[96548]: 18-07 02:24:51| 15  19  65   0   1|2271M  221M  212M 5019M|  34k   27k|   0     0 |   0     0 |3287  6515 |1.28 1.86 1.23|1.0   0 278|   0     0 |   0     0 | 20   37    0    9    0
Jul 18 02:24:52 ubuntu dstat.sh[96548]: 18-07 02:24:52| 12  20  68   0   0|2271M  222M  212M 5019M|  11k 2060 |   0    28k|   0  7.01 |3090  4840 |1.28 1.86 1.23|1.0   0 343|   0     0 |   0     0 | 20   37    0    9    0
