-- Logs begin at Thu 2023-07-13 13:07:04 UTC, end at Thu 2023-07-13 14:59:11 UTC. --
Jul 13 14:23:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 13 14:23:13 ubuntu dstat.sh[82492]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 13 14:23:13 ubuntu dstat.sh[82492]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 13 14:55:34 ubuntu dstat.sh[82492]: 13-07 14:55:34| 30  11  59   0   0|5980M 1351M   83M  566M|  49k   31k|   0   401k|      44.1 |3680  8798 |1.69 1.54 1.47|  0   0  59|   0     0 |   0     0 | 25  438    0  149    6
Jul 13 14:55:35 ubuntu dstat.sh[82492]: 13-07 14:55:35| 15   3  79   1   0|5989M 1341M   83M  567M| 196k  172k|   0   644k|   0  63.0 |3487  5182 |1.63 1.53 1.47|3.0   0 4.0|   0     0 |   0     0 | 25  439    0  149    6
Jul 13 14:55:36 ubuntu dstat.sh[82492]: 13-07 14:55:36| 30   8  60   3   0|5992M 1337M   83M  568M| 321k  314k| 268k 2296k|66.0   296 |5758    10k|1.63 1.53 1.47|4.0   0 1.0|   0     0 |   0     0 | 25  440    0  195    6
Jul 13 14:55:37 ubuntu dstat.sh[82492]: 13-07 14:55:37| 17   3  81   1   0|5992M 1337M   83M  568M| 166k  159k|   0  1077k|   0   138 |3792  6124 |1.63 1.53 1.47|1.0   0   0|   0     0 |   0     0 | 25  440    0  195    6
Jul 13 14:55:38 ubuntu dstat.sh[82492]: 13-07 14:55:38| 19   4  75   2   0|5986M 1343M   83M  568M| 232k  221k|8195B 5290k|2.00   416 |4518  7764 |1.63 1.53 1.47|  0   0 1.0|   0     0 |   0     0 | 25  440    0  195    6
Jul 13 14:55:39 ubuntu dstat.sh[82492]: 13-07 14:55:39| 14   2  81   1   0|5986M 1343M   83M  568M| 247k  237k|   0   907k|   0   109 |3541  6135 |1.63 1.53 1.47|  0   0 2.0|   0     0 |   0     0 | 25  440    0  195    6
Jul 13 14:55:40 ubuntu dstat.sh[82492]: 13-07 14:55:40| 11   2  83   1   0|5986M 1343M   83M  568M| 164k  156k|  68k  913k|3.00   119 |3031  4943 |1.58 1.52 1.47|  0 1.0   0|   0     0 |   0     0 | 25  441    0  196    6
Jul 13 14:55:41 ubuntu dstat.sh[82492]: 13-07 14:55:41| 16   3  80   1   0|5985M 1343M   84M  568M| 192k  183k|  32k  891k|1.00   111 |3534  5851 |1.58 1.52 1.47|1.0   0   0|   0     0 |   0     0 | 25  440    0  197    6
Jul 13 14:55:42 ubuntu dstat.sh[82492]: 13-07 14:55:42| 14   2  82   1   0|5985M 1343M   84M  568M| 250k  241k|   0   832k|   0   103 |3219  5483 |1.58 1.52 1.47|  0   0   0|   0     0 |   0     0 | 25  440    0  199    6
Jul 13 14:55:43 ubuntu dstat.sh[82492]: 13-07 14:55:43| 22   3  73   2   0|5985M 1342M   84M  569M| 441k  423k|   0   997k|   0   118 |3860  6644 |1.58 1.52 1.47|  0   0   0|   0     0 |   0     0 | 25  441    0  201    6
Jul 13 14:55:44 ubuntu dstat.sh[82492]: 13-07 14:55:44| 12   3  83   0   0|5979M 1349M   84M  569M|  65k   54k|   0   424k|   0  40.0 |2554  3941 |1.58 1.52 1.47|  0   0   0|   0     0 |   0     0 | 25  440    0  200    6
Jul 13 14:55:45 ubuntu dstat.sh[82492]: 13-07 14:55:45|  7   2  87   3   0|5979M 1349M   84M  569M|  53k   42k|   0  8605k|   0   678 |3447  3661 |1.46 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  440    0  200    6
Jul 13 14:55:46 ubuntu dstat.sh[82492]: 13-07 14:55:46| 11   1  86   1   0|5979M 1348M   84M  569M| 148k  120k|   0   494k|   0  48.2 |2571  4232 |1.46 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  440    0  198    6
Jul 13 14:55:47 ubuntu dstat.sh[82492]: 13-07 14:55:47| 11   2  83   1   0|5980M 1348M   84M  569M| 197k  180k|   0  1060k|   0   136 |3584  6199 |1.46 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  440    0  198    6
Jul 13 14:55:48 ubuntu dstat.sh[82492]: 13-07 14:55:48| 12   2  83   1   0|5979M 1348M   84M  569M| 230k  221k|  32k 1260k|1.99   151 |3223  5726 |1.46 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  440    0  198    6
Jul 13 14:55:49 ubuntu dstat.sh[82492]: 13-07 14:55:49| 10   2  82   3   0|5979M 1348M   84M  569M| 200k  189k|4110B 6241k|1.00   421 |3858  6608 |1.46 1.50 1.46|4.0 1.0 2.0|   0     0 |   0     0 | 25  440    0  198    6
Jul 13 14:55:50 ubuntu dstat.sh[82492]: 13-07 14:55:50| 19   3  74   2   0|5979M 1348M   84M  569M| 340k  326k|  16k 1559k|1.00   192 |4236  7738 |1.50 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  439    0  176    8
Jul 13 14:55:51 ubuntu dstat.sh[82492]: 13-07 14:55:51|  9   2  86   1   1|5979M 1348M   84M  569M| 127k  119k|   0   717k|   0  89.1 |3021  5175 |1.50 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  439    0  176    8
Jul 13 14:55:52 ubuntu dstat.sh[82492]: 13-07 14:55:52|  8   2  88   1   0|5979M 1348M   84M  569M| 141k  131k|   0   707k|   0  94.9 |2692  4700 |1.50 1.50 1.46|1.0   0   0|   0     0 |   0     0 | 25  436    0  154   10
Jul 13 14:55:53 ubuntu dstat.sh[82492]: 13-07 14:55:53| 20   3  73   2   0|5979M 1347M   84M  570M| 439k  431k|  64k 1134k|2.99   146 |4206  7446 |1.50 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  436    0  157   10
Jul 13 14:55:54 ubuntu dstat.sh[82492]: 13-07 14:55:54| 15   3  80   2   0|5979M 1347M   84M  570M| 251k  237k|  32k 1277k|2.01   142 |3735  6242 |1.50 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  436    0  155   10
Jul 13 14:55:55 ubuntu dstat.sh[82492]: 13-07 14:55:55| 12   2  83   1   0|5979M 1347M   85M  570M| 251k  242k|   0  1670k|   0   221 |3671  6062 |1.46 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  436    0  155   10
Jul 13 14:55:56 ubuntu dstat.sh[82492]: 13-07 14:55:56|  9   2  88   0   1|5979M 1347M   85M  570M| 110k  103k|   0   741k|   0  58.1 |2474  4087 |1.46 1.50 1.46|3.0   0   0|   0     0 |   0     0 | 25  437    0  147   10
Jul 13 14:55:57 ubuntu dstat.sh[82492]: 13-07 14:55:57| 12   2  84   1   0|5979M 1347M   85M  570M| 158k  144k|   0  1166k|   0   130 |3272  5491 |1.46 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  436    0  147   10
Jul 13 14:55:58 ubuntu dstat.sh[82492]: 13-07 14:55:58| 15   3  76   4   0|5978M 1347M   85M  570M| 256k  239k|   0  6079k|   0   451 |4812  8193 |1.46 1.50 1.46|  0   0   0|   0     0 |   0     0 | 25  436    0  145   10
Jul 13 14:55:59 ubuntu dstat.sh[82492]: 13-07 14:55:59| 23   3  74   0   0|5979M 1346M   85M  570M| 358k  350k|   0   460k|   0  24.0 |2441  3841 |1.46 1.50 1.46|1.0   0 2.0|   0     0 |   0     0 | 25  438    0  146   10
Jul 13 14:56:00 ubuntu dstat.sh[82492]: 13-07 14:56:00| 32   5  60   2   0|5979M 1346M   85M  570M| 574k  548k|  16k 1839k|4.01   206 |4218  6842 |1.42 1.49 1.45|1.0   0 1.0|   0     0 |   0     0 | 25  438    0  149   10
Jul 13 14:56:01 ubuntu dstat.sh[82492]: 13-07 14:56:01| 34   4  60   2   0|5979M 1345M   85M  570M| 668k  659k|  32k 2657k|2.00   272 |5330  9548 |1.42 1.49 1.45|1.0 1.0   0|   0     0 |   0     0 | 25  438    0  153   10
Jul 13 14:56:02 ubuntu dstat.sh[82492]: 13-07 14:56:02| 30   6  58   4   0|5980M 1344M   86M  571M| 517k  511k| 347k 6755k|79.8   775 |7922    15k|1.42 1.49 1.45|1.0   0   0|   0     0 |   0     0 | 25  437    0  154   10
Jul 13 14:56:03 ubuntu dstat.sh[82492]: 13-07 14:56:03| 18   4  76   3   0|5980M 1343M   86M  571M| 288k  280k|  48k 2039k|1.00   228 |4397  7254 |1.42 1.49 1.45|  0   0   0|   0     0 |   0     0 | 25  436    0  157   10
Jul 13 14:56:04 ubuntu dstat.sh[82492]: 13-07 14:56:04| 13   2  80   1   0|5980M 1343M   86M  571M| 253k  243k|   0  1419k|   0   178 |3462  6354 |1.42 1.49 1.45|  0   0   0|   0     0 |   0     0 | 25  436    0  157   10
Jul 13 14:56:05 ubuntu dstat.sh[82492]: 13-07 14:56:05| 12   3  81   4   0|5980M 1343M   86M  571M| 225k  217k|   0  6248k|   0   453 |4031  7498 |1.79 1.56 1.48|  0   0   0|   0     0 |   0     0 | 25  436    0  157   10
Jul 13 14:56:06 ubuntu dstat.sh[82492]: 13-07 14:56:06|  7   1  90   0   0|5980M 1343M   86M  572M| 115k  109k|   0   332k|   0  35.0 |2284  3837 |1.79 1.56 1.48|2.0   0   0|   0     0 |   0     0 | 25  437    0  158   10
Jul 13 14:56:07 ubuntu dstat.sh[82492]: 13-07 14:56:07|  8   1  86   2   0|5980M 1343M   86M  572M| 134k  127k|   0  1303k|   0   134 |2920  5243 |1.79 1.56 1.48|  0   0   0|   0     0 |   0     0 | 25  436    0  158   10
Jul 13 14:56:08 ubuntu dstat.sh[82492]: 13-07 14:56:08| 27   5  66   1   0|5984M 1337M   86M  572M| 445k  437k|   0  1118k|   0   107 |4136  6922 |1.79 1.56 1.48|1.0   0   0|   0     0 |   0     0 | 25  436    0  168   10
Jul 13 14:56:09 ubuntu dstat.sh[82492]: 13-07 14:56:09|  9   2  86   1   0|5985M 1337M   86M  572M| 163k  154k|   0   829k|   0  81.1 |2954  4952 |1.79 1.56 1.48|8.0   0 2.0|   0     0 |   0     0 | 25  436    0  162   10
Jul 13 14:56:10 ubuntu dstat.sh[82492]: 13-07 14:56:10| 10   2  85   0   0|5985M 1337M   86M  572M| 129k  120k|   0  1023k|   0  64.0 |3029  4846 |1.65 1.54 1.47|  0   0   0|   0     0 |   0     0 | 25  437    0  169   10
Jul 13 14:56:11 ubuntu dstat.sh[82492]: 13-07 14:56:11|  9   3  86   1   0|5980M 1342M   86M  572M|  84k   77k|   0   898k|   0   101 |3239  5352 |1.65 1.54 1.47|1.0   0   0|   0     0 |   0     0 | 25  437    0  157   10
Jul 13 14:56:12 ubuntu dstat.sh[82492]: 13-07 14:56:12| 13   3  82   1   0|5980M 1341M   86M  572M| 240k  225k|   0  1329k|   0   168 |3667  6402 |1.65 1.54 1.47|  0   0   0|   0     0 |   0     0 | 25  436    0  158   10
Jul 13 14:56:13 ubuntu dstat.sh[82492]: 13-07 14:56:13| 25   4  70   2   0|5980M 1341M   87M  572M| 481k  465k|   0  1531k|   0   168 |4428  7887 |1.65 1.54 1.47|  0 1.0   0|   0     0 |   0     0 | 25  437    0  159   10
Jul 13 14:56:14 ubuntu dstat.sh[82492]: 13-07 14:56:14| 28   4  64   2   0|5981M 1340M   87M  573M| 511k  503k|   0  6085k|   0   431 |5952    11k|1.65 1.54 1.47|2.0   0   0|   0     0 |   0     0 | 25  437    0  160   10
Jul 13 14:56:15 ubuntu dstat.sh[82492]: 13-07 14:56:15| 18   2  74   4   0|5981M 1339M   87M  573M| 319k  310k|   0  4101k|   0   587 |4928  7479 |1.51 1.51 1.46|  0 1.0   0|   0     0 |   0     0 | 25  436    0  158   10
Jul 13 14:56:16 ubuntu dstat.sh[82492]: 13-07 14:56:16| 11   2  83   2   0|5981M 1339M   87M  573M| 240k  229k|   0  7236k|   0   425 |3742  5309 |1.51 1.51 1.46|  0   0   0|   0     0 |   0     0 | 25  436    0  158   10
Jul 13 14:56:17 ubuntu dstat.sh[82492]: 13-07 14:56:17| 10   2  84   1   0|5981M 1339M   87M  573M| 196k  188k|   0  1243k|   0   142 |3347  5458 |1.51 1.51 1.46|  0   0   0|   0     0 |   0     0 | 25  436    0  155   10
Jul 13 14:56:18 ubuntu dstat.sh[82492]: 13-07 14:56:18| 10   3  87   1   0|5981M 1339M   87M  573M| 186k  174k|   0   799k|   0  74.3 |2891  4564 |1.51 1.51 1.46|3.0   0   0|   0     0 |   0     0 | 25  437    0  156   10
Jul 13 14:56:19 ubuntu dstat.sh[82492]: 13-07 14:56:19|  8   2  84   3   0|5981M 1338M   87M  573M|  75k   59k|   0  2350k|   0   357 |3691  5267 |1.51 1.51 1.46|1.0   0 4.0|   0     0 |   0     0 | 25  437    0  154   10
Jul 13 14:56:20 ubuntu dstat.sh[82492]: 13-07 14:56:20| 29   4  64   2   0|5981M 1338M   87M  574M| 576k  569k|   0  1785k|   0   191 |5012  8990 |1.47 1.50 1.46|1.0   0   0|   0     0 |   0     0 | 25  437    0  157   10
Jul 13 14:56:21 ubuntu dstat.sh[82492]: 13-07 14:56:21| 28   4  63   3   0|5981M 1338M   87M  574M| 537k  528k|   0  2517k|   0   242 |5627  9790 |1.47 1.50 1.46|1.0   0   0|   0     0 |   0     0 | 25  438    0  155   10
Jul 13 14:56:22 ubuntu dstat.sh[82492]: 13-07 14:56:22| 28   3  61   5   0|5981M 1337M   88M  574M| 564k  556k|   0  7455k|   0   567 |5680  9357 |1.47 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  438    0  156   10
Jul 13 14:56:23 ubuntu dstat.sh[82492]: 13-07 14:56:23| 28   3  65   2   0|5981M 1337M   88M  574M| 450k  438k|   0  2996k|   0   241 |4064  6663 |1.47 1.50 1.46|3.0   0   0|   0     0 |   0     0 | 25  438    0  153   10
Jul 13 14:56:24 ubuntu dstat.sh[82492]: 13-07 14:56:24| 32   2  63   2   1|5981M 1337M   88M  574M| 713k  694k|   0  1518k|   0   187 |4402  7335 |1.47 1.50 1.46|1.0   0   0|   0     0 |   0     0 | 25  438    0  153   10
Jul 13 14:56:25 ubuntu dstat.sh[82492]: 13-07 14:56:25| 34   4  60   2   0|5982M 1336M   88M  574M| 655k  646k|   0  1412k|   0   153 |5129  8985 |1.52 1.51 1.46|2.0   0   0|   0     0 |   0     0 | 25  438    0  155   10
Jul 13 14:56:26 ubuntu dstat.sh[82492]: 13-07 14:56:26| 30   3  62   4   0|5982M 1335M   88M  575M| 523k  515k|   0  3454k|   0   361 |5088  8986 |1.52 1.51 1.46|1.0   0   0|   0     0 |   0     0 | 25  438    0  156   10
Jul 13 14:56:27 ubuntu dstat.sh[82492]: 13-07 14:56:27| 28   2  60   8   0|5982M 1335M   88M  575M| 461k  450k|  48k 2279k|2.00   225 |3923  6882 |1.52 1.51 1.46|1.0   0   0|   0     0 |   0     0 | 25  438    0  153   10
Jul 13 14:56:28 ubuntu dstat.sh[82492]: 13-07 14:56:28| 28   3  62   7   0|5981M 1335M   88M  575M| 582k  575k|   0  1959k|   0   193 |4047  6924 |1.52 1.51 1.46|  0 1.0   0|   0     0 |   0     0 | 25  438    0  154   10
Jul 13 14:56:29 ubuntu dstat.sh[82492]: 13-07 14:56:29| 40   3  44  11   0|5983M 1334M   88M  575M| 762k  751k|   0  5437k|   0   380 |5033  8314 |1.52 1.51 1.46|4.0 1.0 2.0|   0     0 |   0     0 | 25  438    0  151   10
Jul 13 14:56:30 ubuntu dstat.sh[82492]: 13-07 14:56:30| 31   3  62   4   0|5983M 1333M   88M  575M| 635k  626k|   0  2240k|   0   181 |3981  6545 |1.47 1.50 1.46|1.0   0 1.0|   0     0 |   0     0 | 25  438    0  158   10
Jul 13 14:56:31 ubuntu dstat.sh[82492]: 13-07 14:56:31| 28   3  67   1   1|5983M 1333M   88M  575M| 506k  488k|4104B 1631k|1.00   154 |3887  6289 |1.47 1.50 1.46|3.0   0   0|   0     0 |   0     0 | 25  438    0  153   10
Jul 13 14:56:32 ubuntu dstat.sh[82492]: 13-07 14:56:32| 32   4  62   2   0|5983M 1333M   88M  575M| 647k  628k|  52k 2375k|13.0   237 |4615  7681 |1.47 1.50 1.46|3.0   0 1.0|   0     0 |   0     0 | 25  438    0  156   10
Jul 13 14:56:33 ubuntu dstat.sh[82492]: 13-07 14:56:33| 33   5  62   2   0|5983M 1333M   88M  576M| 650k  638k|  16k 1282k|4.01   143 |5279  9401 |1.47 1.50 1.46|4.0   0   0|   0     0 |   0     0 | 25  436    0  153   12
Jul 13 14:56:34 ubuntu dstat.sh[82492]: 13-07 14:56:34| 33   7  53   6   0|5984M 1331M   89M  576M| 509k  498k|  16k 3575k|1.00   326 |6367    15k|1.47 1.50 1.46|1.0   0  34|   0     0 |   0     0 | 25  436    0  158   12
Jul 13 14:56:35 ubuntu dstat.sh[82492]: 13-07 14:56:35| 27   4  64   5   0|5984M 1331M   89M  576M| 566k  550k|   0  2082k|   0   208 |5265    10k|1.44 1.49 1.46|2.0   0   0|   0     0 |   0     0 | 25  437    0  153   12
Jul 13 14:56:36 ubuntu dstat.sh[82492]: 13-07 14:56:36| 29   2  61   5   0|5985M 1330M   89M  576M| 406k  394k|   0  6393k|   0   502 |5063  8324 |1.44 1.49 1.46|1.0 1.0   0|   0     0 |   0     0 | 25  434    0  153   14
Jul 13 14:56:37 ubuntu dstat.sh[82492]: 13-07 14:56:37| 27   3  61   8   0|5985M 1330M   89M  576M| 555k  547k|   0  1747k|   0   212 |4223  7542 |1.44 1.49 1.46|1.0 1.0   0|   0     0 |   0     0 | 25  434    0  105   14
Jul 13 14:56:38 ubuntu dstat.sh[82492]: 13-07 14:56:38| 28   3  63   6   0|5985M 1330M   89M  576M| 489k  482k|   0  1318k|   0   138 |3797  6463 |1.44 1.49 1.46|2.0   0   0|   0     0 |   0     0 | 25  434    0  106   14
Jul 13 14:56:39 ubuntu dstat.sh[82492]: 13-07 14:56:39| 31   2  62   3   1|5985M 1330M   89M  576M| 590k  582k|   0  1256k|   0   127 |3607  6238 |1.44 1.49 1.46|3.0   0   0|   0     0 |   0     0 | 25  434    0  106   14
Jul 13 14:56:40 ubuntu dstat.sh[82492]: 13-07 14:56:40| 37   4  54   4   0|5985M 1329M   89M  577M| 591k  584k|   0  1485k|   0   147 |4909  8896 |1.40 1.48 1.45|1.0   0 2.0|   0     0 |   0     0 | 25  434    0  113   14
Jul 13 14:56:41 ubuntu dstat.sh[82492]: 13-07 14:56:41| 27   3  55  10   0|5996M 1318M   89M  577M| 525k  515k|   0  2652k|   0   295 |5124  8870 |1.40 1.48 1.45|2.0   0 2.0|   0     0 |   0     0 | 25  434    0  107   14
Jul 13 14:56:42 ubuntu dstat.sh[82492]: 13-07 14:56:42| 29   3  63   5   0|5997M 1316M   89M  577M| 449k  438k|   0  1983k|   0   180 |4217  6689 |1.40 1.48 1.45|1.0   0 1.0|   0     0 |   0     0 | 25  434    0  108   14
Jul 13 14:56:43 ubuntu dstat.sh[82492]: 13-07 14:56:43| 30   3  59   6   0|5997M 1316M   89M  577M| 559k  544k|   0  1982k|   0   194 |4261  7056 |1.40 1.48 1.45|2.0   0   0|   0     0 |   0     0 | 25  434    0  105   14
Jul 13 14:56:44 ubuntu dstat.sh[82492]: 13-07 14:56:44| 36   4  51   7   0|5994M 1319M   89M  577M| 695k  682k|   0  7762k|   0   545 |5104  8687 |1.40 1.48 1.45|3.0   0 1.0|   0     0 |   0     0 | 25  434    0  105   14
Jul 13 14:56:45 ubuntu dstat.sh[82492]: 13-07 14:56:45| 29   3  63   5   0|5994M 1319M   89M  577M| 553k  543k|   0   828k|   0  77.0 |3381  5774 |1.37 1.48 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  106   14
Jul 13 14:56:46 ubuntu dstat.sh[82492]: 13-07 14:56:46| 28   3  56  11   0|5994M 1319M   89M  577M| 451k  442k|   0  9076k|   0   773 |4739  5609 |1.37 1.48 1.45|5.0   0 1.0|   0     0 |   0     0 | 25  434    0  109   14
Jul 13 14:56:47 ubuntu dstat.sh[82492]: 13-07 14:56:47| 32   2  62   6   0|5994M 1319M   89M  577M| 558k  550k|   0  1435k|   0   161 |4235  7041 |1.37 1.48 1.45|2.0   0   0|   0     0 |   0     0 | 25  434    0  111   14
Jul 13 14:56:48 ubuntu dstat.sh[82492]: 13-07 14:56:48| 26   3  65   3   0|5995M 1318M   89M  577M| 540k  528k|   0  1047k|   0   105 |3429  5600 |1.37 1.48 1.45|3.0   0 1.0|   0     0 |   0     0 | 25  434    0  113   14
Jul 13 14:56:49 ubuntu dstat.sh[82492]: 13-07 14:56:49| 30   3  63   4   0|5995M 1318M   90M  577M| 482k  473k|   0  1514k|   0   168 |4275  7166 |1.37 1.48 1.45|2.0   0   0|   0     0 |   0     0 | 25  433    0  115   14
Jul 13 14:56:50 ubuntu dstat.sh[82492]: 13-07 14:56:50| 25   5  57  10   0|5987M 1326M   90M  578M| 432k  423k|4088B 2152k|1.00   201 |4996  9307 |1.34 1.47 1.45|1.0   0 2.0|   0     0 |   0     0 | 25  434    0  121   14
Jul 13 14:56:51 ubuntu dstat.sh[82492]: 13-07 14:56:51| 24   4  57  12   0|5987M 1325M   90M  578M| 464k  456k|   0  6239k|   0   439 |5959    11k|1.34 1.47 1.45|1.0   0   0|   0     0 |   0     0 | 25  433    0  122   14
Jul 13 14:56:52 ubuntu dstat.sh[82492]: 13-07 14:56:52| 28   4  62   5   0|5987M 1325M   90M  578M| 545k  537k|   0  2228k|   0   253 |4747  8864 |1.34 1.47 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  121   13
Jul 13 14:56:53 ubuntu dstat.sh[82492]: 13-07 14:56:53| 26   3  62   7   0|5987M 1325M   90M  578M| 573k  563k|   0  2029k|   0   196 |4164  7178 |1.34 1.47 1.45|  0 1.0   0|   0     0 |   0     0 | 25  434    0  122   13
Jul 13 14:56:54 ubuntu dstat.sh[82492]: 13-07 14:56:54| 30   2  61   4   1|5987M 1325M   90M  578M| 559k  549k|  16k 1808k|1.00   173 |4175  6679 |1.34 1.47 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  120   12
Jul 13 14:56:55 ubuntu dstat.sh[82492]: 13-07 14:56:55| 32   3  62   4   0|5987M 1324M   90M  578M| 524k  514k|   0  1458k|   0   123 |3493  5480 |1.39 1.48 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  120   12
Jul 13 14:56:56 ubuntu dstat.sh[82492]: 13-07 14:56:56| 29   5  58   9   0|5987M 1324M   90M  578M| 568k  557k|   0  2154k|   0   218 |5093  9761 |1.39 1.48 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  121   12
Jul 13 14:56:57 ubuntu dstat.sh[82492]: 13-07 14:56:57| 28   3  59   7   0|5987M 1324M   90M  579M| 611k  603k|   0  2488k|   0   251 |4474  7755 |1.39 1.48 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  122   12
Jul 13 14:56:58 ubuntu dstat.sh[82492]: 13-07 14:56:58| 31   3  63   3   0|5987M 1323M   90M  579M| 652k  644k|   0  2266k|   0   250 |4489  7915 |1.39 1.48 1.45|1.0   0   0|   0     0 |   0     0 | 25  434    0  123   12
Jul 13 14:56:59 ubuntu dstat.sh[82492]: 13-07 14:56:59| 39   3  52   4   0|5988M 1323M   90M  579M| 936k  927k|   0  6776k|   0   506 |6087    10k|1.39 1.48 1.45|2.0   0   0|   0     0 |   0     0 | 25  434    0  124   12
Jul 13 14:57:00 ubuntu dstat.sh[82492]: 13-07 14:57:00| 24   4  69   2   0|5987M 1323M   90M  579M| 459k  445k|   0  2978k|   0   288 |5173  8898 |1.28 1.45 1.44|  0   0 2.0|   0     0 |   0     0 | 25  432    0  125   12
Jul 13 14:57:01 ubuntu dstat.sh[82492]: 13-07 14:57:01| 16   3  80   1   1|5988M 1322M   90M  579M| 329k  309k|   0  1212k|   0   106 |3182  4852 |1.28 1.45 1.44|1.0   0   0|   0     0 |   0     0 | 25  433    0  126   12
Jul 13 14:57:02 ubuntu dstat.sh[82492]: 13-07 14:57:02| 26   3  60  11   0|5988M 1322M   90M  580M| 528k  514k|  52k 2028k|4.00   190 |4762  8203 |1.28 1.45 1.44|1.0   0   0|   0     0 |   0     0 | 25  432    0  118   12
Jul 13 14:57:03 ubuntu dstat.sh[82492]: 13-07 14:57:03| 35   7  44  14   0|5989M 1320M   91M  580M| 748k  740k|  72k   10M|18.0   813 |7586    13k|1.28 1.45 1.44|1.0   0 7.0|   0     0 |   0     0 | 25  434    0  119   12
Jul 13 14:57:04 ubuntu dstat.sh[82492]: 13-07 14:57:04| 42   4  47   7   0|5989M 1320M   91M  580M| 742k  717k|   0  4336k|   0   330 |5944  9502 |1.28 1.45 1.44|2.0   0   0|   0     0 |   0     0 | 25  435    0  116   12
Jul 13 14:57:05 ubuntu dstat.sh[82492]: 13-07 14:57:05| 44   4  46   5   0|5990M 1318M   91M  580M| 977k  957k|   0  1580k|   0   178 |5254  8824 |1.34 1.46 1.45|2.0   0 4.0|   0     0 |   0     0 | 25  432    0  116   12
Jul 13 14:57:06 ubuntu dstat.sh[82492]: 13-07 14:57:06| 16   2  81   1   0|5990M 1318M   91M  580M| 144k  137k|   0   524k|   0  34.0 |2559  4090 |1.34 1.46 1.45|  0   0 8.0|   0     0 |   0     0 | 25  433    0  115   12
Jul 13 14:57:07 ubuntu dstat.sh[82492]: 13-07 14:57:07| 13   5  77   4   0|5996M 1311M   92M  581M|1320k  194k|   0   829k|51.1  62.1 |4443  6333 |1.34 1.46 1.45|1.0   0  21|   0     0 |   0     0 | 25  433    0  115   12
Jul 13 14:57:08 ubuntu dstat.sh[82492]: 13-07 14:57:08| 10   3  83   1   0|5996M 1312M   91M  581M| 183k  171k| 192k  128k|4.99  12.0 |3025  4952 |1.34 1.46 1.45|1.0 1.0  22|   0     0 |   0     0 | 25  433    0  107   12
Jul 13 14:57:09 ubuntu dstat.sh[82492]: 13-07 14:57:09| 23   3  61  13   1|5996M 1310M   91M  582M|1272k  133k|2660k  565k|91.2  31.1 |3273  4399 |1.34 1.46 1.45|1.0   0 4.0|   0     0 |   0     0 | 25  433    0  107   12
Jul 13 14:57:10 ubuntu dstat.sh[82492]: 13-07 14:57:10| 29   2  67   1   0|5996M 1310M   91M  582M|  61k   52k|   0   568k|   0  38.0 |2420  3631 |1.31 1.45 1.45|2.0   0 2.0|   0     0 |   0     0 | 25  434    0  104   12
Jul 13 14:57:11 ubuntu dstat.sh[82492]: 13-07 14:57:11| 30   2  58   8   0|5997M 1309M   92M  582M|1571k   18M|1043k   18M|48.9  78.8 |7192  4761 |1.31 1.45 1.45|1.0   0 6.0|   0     0 |   0     0 | 25  433    0  104   12
Jul 13 14:57:12 ubuntu dstat.sh[82492]: 13-07 14:57:12| 32   1  66   1   0|5997M 1309M   92M  582M| 117k  109k|   0   573k|   0  43.1 |2333  3281 |1.31 1.45 1.45|1.0   0   0|   0     0 |   0     0 | 25  433    0  102   12
Jul 13 14:57:13 ubuntu dstat.sh[82492]: 13-07 14:57:13| 34   1  61   4   0|5997M 1309M   92M  582M| 125k  117k|   0   613k|   0  60.7 |2434  3496 |1.31 1.45 1.45|2.0   0   0|   0     0 |   0     0 | 25  433    0  102   12
Jul 13 14:57:14 ubuntu dstat.sh[82492]: 13-07 14:57:14| 32   5  59   3   0|5999M 1307M   91M  583M| 332k  360k| 353k  866k|33.2  72.4 |3679  5641 |1.31 1.45 1.45|3.0   0 9.0|   0     0 |   0     0 | 25  433    0   98   12
